       ÂÐÅÌß, Ñ              NP_LATITUDE             NP_LONGITUDE              NP_ALTITUDE
     128.916129                 60.00206               30.3679791                   45.612
     129.116029                 60.00206               30.3679791                   45.615
     129.316029                 60.00206               30.3679791                   45.616
     129.516029                 60.00206               30.3679791                   45.613
     129.716029               60.0020602                30.367979                   45.639
     129.916029               60.0020607               30.3679792                   45.731
     130.116029               60.0020615               30.3679792                   45.919
     130.316029               60.0020622                30.367979                   46.193
     130.516029               60.0020627               30.3679787                   46.475
     130.716029               60.0020632                30.367978                    46.75
     130.916029               60.0020636               30.3679772                   47.039
     131.115929                60.002064               30.3679763                   47.286
     131.315929               60.0020642               30.3679754                   47.527
     131.515929               60.0020645               30.3679745                   47.789
     131.715929               60.0020649               30.3679736                   48.046
     131.915929               60.0020653               30.3679727                   48.298
     132.115929               60.0020657               30.3679717                   48.625
     132.315929               60.0020661               30.3679704                    48.98
     132.515929               60.0020664               30.3679692                   49.378
     132.715929               60.0020666               30.3679681                   49.807
     132.915929                60.002067               30.3679668                   50.308
     133.115829               60.0020672               30.3679658                   50.878
     133.315829               60.0020674               30.3679648                   51.511
     133.515829               60.0020675               30.3679639                   52.206
     133.715829               60.0020674               30.3679629                   52.941
     133.915829               60.0020674                30.367962                   53.668
     134.115829               60.0020672               30.3679614                   54.386
     134.315829               60.0020671               30.3679611                   55.033
     134.515829                60.002067               30.3679608                   55.608
     134.715829               60.0020669               30.3679603                   56.106
     134.915829               60.0020666               30.3679599                   56.505
     135.115737               60.0020665               30.3679595                    56.78
     135.315737               60.0020663               30.3679594                   56.955
     135.515737               60.0020659                30.367959                   56.988
     135.715737               60.0020657               30.3679588                   56.962
     135.915737               60.0020654               30.3679588                   56.886
     136.115737               60.0020658               30.3679558                   56.799
     136.315737               60.0020655               30.3679562                   56.676
     136.515737               60.0020653               30.3679564                   56.563
     136.715737               60.0020651               30.3679567                   56.433
     136.915737               60.0020653               30.3679571                   56.326
     137.115631               60.0020654               30.3679577                   56.222
     137.315631               60.0020655               30.3679583                   56.135
     137.515631               60.0020658               30.3679595                   56.052
     137.715631                60.002066               30.3679612                   55.998
     137.915631               60.0020661               30.3679637                   55.934
     138.115631               60.0020658               30.3679674                   55.894
     138.315631               60.0020655               30.3679718                   55.868
     138.515631                60.002065               30.3679765                    55.84
     138.715631               60.0020645               30.3679817                   55.843
     138.915631                60.002064               30.3679871                   55.842
     139.115531               60.0020636               30.3679925                   55.857
     139.315531               60.0020635                30.367998                    55.88
     139.515531               60.0020634               30.3680036                   55.919
     139.715531               60.0020634               30.3680089                   55.953
     139.915531               60.0020634               30.3680137                   55.966
     140.115531               60.0020635               30.3680179                   56.003
     140.315531                60.002064               30.3680208                   56.016
     140.515531               60.0020646               30.3680228                   56.064
     140.715531               60.0020654               30.3680238                   56.107
     140.915531               60.0020662               30.3680239                   56.193
     141.115432               60.0020669               30.3680245                   56.314
     141.315432               60.0020676               30.3680248                   56.481
     141.515432                60.002068               30.3680247                   56.632
     141.715432               60.0020684               30.3680245                   56.789
     141.915432               60.0020688               30.3680242                   56.943
     142.115432                60.002069               30.3680238                   57.088
     142.315432               60.0020692               30.3680232                   57.256
     142.515432               60.0020692               30.3680226                   57.363
     142.715432               60.0020691               30.3680219                   57.473
     142.915432                60.002069                30.368021                   57.562
     143.115332               60.0020688               30.3680202                   57.627
     143.315332               60.0020686               30.3680194                   57.661
     143.515332               60.0020684               30.3680186                   57.638
     143.715332               60.0020682                30.368018                   57.609
     143.915332               60.0020678               30.3680175                   57.563
     144.115332               60.0020673               30.3680175                   57.533
     144.315332               60.0020668                30.368017                   57.464
     144.515332               60.0020665               30.3680165                   57.427
     144.715332               60.0020662                30.368016                   57.387
     144.915332               60.0020659               30.3680154                   57.351
     145.115233               60.0020655               30.3680152                   57.341
     145.315233                60.002065               30.3680152                   57.306
     145.515233                60.002065               30.3680145                   57.258
     145.715233               60.0020649                30.368014                   57.241
     145.915233               60.0020648               30.3680138                   57.235
     146.115233               60.0020646               30.3680136                   57.224
     146.315233               60.0020645               30.3680133                   57.212
     146.515233               60.0020643                30.368013                   57.204
     146.715233               60.0020643               30.3680126                    57.19
     146.915233               60.0020642               30.3680123                   57.197
