       ÂÐÅÌß, Ñ              NP_LATITUDE             NP_LONGITUDE              NP_ALTITUDE
     538.752483               60.0021441               30.3679284                   45.878
     538.952483               60.0021441               30.3679284                   45.887
     539.152483               60.0021441               30.3679284                    45.89
     539.352483               60.0021441               30.3679284                   45.894
     539.552483               60.0021441               30.3679284                   45.896
     539.752483               60.0021441               30.3679284                   45.884
     539.952483               60.0021441               30.3679284                   45.879
     540.152483               60.0021441               30.3679284                   45.876
     540.352387               60.0021441               30.3679283                   45.875
     540.552387               60.0021441               30.3679284                   45.877
     540.752387               60.0021441               30.3679284                   45.881
     540.952387               60.0021441               30.3679284                   45.891
     541.152387               60.0021441               30.3679283                   45.888
     541.352387               60.0021441               30.3679284                   45.882
     541.552387               60.0021441               30.3679284                   45.884
     541.752387               60.0021441               30.3679283                   45.886
     541.952387               60.0021442               30.3679284                   45.892
     542.152387               60.0021442               30.3679284                   45.886
     542.352292               60.0021441               30.3679284                   45.886
     542.552292               60.0021442               30.3679284                   45.884
     542.752292               60.0021442               30.3679284                     45.9
     542.952292               60.0021442               30.3679284                   45.911
     543.152292               60.0021442               30.3679284                   45.914
     543.352292               60.0021442               30.3679284                   45.907
     543.552292               60.0021442               30.3679284                   45.902
     543.752292               60.0021442               30.3679284                   45.897
     543.952292               60.0021442               30.3679284                   45.901
     544.152292               60.0021442               30.3679285                   45.904
     544.352196               60.0021442               30.3679285                   45.904
     544.552196               60.0021442               30.3679285                   45.901
     544.752196               60.0021442               30.3679285                   45.901
     544.952196               60.0021442               30.3679284                   45.898
     545.152196               60.0021442               30.3679284                   45.886
     545.352196               60.0021442               30.3679285                   45.892
     545.552196               60.0021442               30.3679285                   45.889
     545.752196               60.0021442               30.3679285                   45.891
     545.952196               60.0021441               30.3679284                   45.893
     546.152196               60.0021442               30.3679284                   45.884
     546.352101               60.0021442               30.3679285                   45.887
     546.552101               60.0021442               30.3679284                    45.89
     546.752101               60.0021442               30.3679284                   45.896
     546.952101               60.0021442               30.3679285                   45.903
     547.152101               60.0021442               30.3679284                   45.905
     547.352101               60.0021442               30.3679285                   45.897
     547.552101               60.0021442               30.3679285                   45.902
     547.752101               60.0021442               30.3679285                   45.901
     547.952101               60.0021442               30.3679286                   45.889
     548.152101               60.0021442               30.3679286                   45.894
     548.352007               60.0021442               30.3679286                   45.891
     548.552007               60.0021442               30.3679286                   45.894
     548.752007               60.0021442               30.3679285                   45.894
     548.952007               60.0021442               30.3679287                   45.912
     549.152007               60.0021443               30.3679287                   45.914
     549.352007               60.0021443               30.3679288                    45.92
     549.552007               60.0021443               30.3679288                   45.924
     549.752007               60.0021443               30.3679287                    45.92
     549.952007               60.0021443               30.3679288                   45.917
     550.152007               60.0021442               30.3679288                    45.91
     550.351908               60.0021442               30.3679287                   45.909
     550.551908               60.0021443               30.3679287                   45.912
     550.751908               60.0021442               30.3679287                     45.9
     550.951908               60.0021442               30.3679287                   45.909
     551.151908               60.0021443               30.3679287                   45.903
     551.351908               60.0021443               30.3679287                   45.909
     551.551908               60.0021443               30.3679287                   45.902
     551.751908               60.0021442               30.3679287                     45.9
     551.951908               60.0021442               30.3679286                   45.912
     552.151908               60.0021442               30.3679286                   45.913
     552.351813               60.0021442               30.3679286                   45.905
     552.551813               60.0021443               30.3679286                   45.907
     552.751813               60.0021442               30.3679285                   45.905
     552.951813               60.0021442               30.3679285                   45.913
     553.151813               60.0021443               30.3679285                   45.913
     553.351813               60.0021443               30.3679285                   45.921
     553.551813               60.0021443               30.3679285                   45.925
     553.751813               60.0021442               30.3679286                   45.918
     553.951813               60.0021442               30.3679286                   45.924
     554.151813               60.0021442               30.3679286                   45.925
     554.351717               60.0021442               30.3679286                   45.923
     554.551717               60.0021442               30.3679286                    45.93
     554.751717               60.0021443               30.3679285                   45.919
     554.951717               60.0021442               30.3679286                   45.917
     555.151717               60.0021442               30.3679286                   45.923
     555.351717               60.0021442               30.3679286                   45.924
     555.551717               60.0021442               30.3679286                   45.922
     555.751717               60.0021442               30.3679286                   45.923
     555.951717               60.0021442               30.3679286                   45.908
     556.151717               60.0021442               30.3679285                   45.902
     556.351621               60.0021442               30.3679286                   45.909
     556.551621               60.0021442               30.3679285                   45.902
     556.751621               60.0021442               30.3679286                   45.911
     556.951621               60.0021442               30.3679285                   45.911
     557.151621               60.0021442               30.3679285                     45.9
     557.351621               60.0021442               30.3679285                   45.907
     557.551621               60.0021442               30.3679285                    45.91
     557.751621               60.0021442               30.3679285                   45.908
     557.951621               60.0021442               30.3679284                   45.899
     558.151621               60.0021442               30.3679284                   45.905
     558.351529               60.0021442               30.3679284                   45.905
     558.551529               60.0021442               30.3679284                   45.915
     558.751529               60.0021443               30.3679284                   45.911
     558.951529               60.0021443               30.3679284                    45.91
     559.151529               60.0021443               30.3679284                   45.907
     559.351529               60.0021443               30.3679284                   45.907
     559.551529               60.0021443               30.3679284                   45.917
     559.751529               60.0021443               30.3679284                   45.903
     559.951529               60.0021443               30.3679284                   45.889
     560.151529               60.0021443               30.3679284                   45.889
     560.351429               60.0021443               30.3679284                    45.89
     560.551429               60.0021443               30.3679285                   45.879
     560.751429               60.0021443               30.3679285                   45.886
     560.951429               60.0021444               30.3679285                   45.887
     561.151429               60.0021444               30.3679285                   45.886
     561.351429               60.0021444               30.3679285                   45.877
     561.551429               60.0021444               30.3679285                    45.88
     561.751429               60.0021443               30.3679285                   45.875
     561.951429               60.0021444               30.3679284                   45.881
     562.151429               60.0021444               30.3679284                   45.883
     562.351333               60.0021444               30.3679284                   45.874
     562.551333               60.0021444               30.3679284                   45.867
     562.751333               60.0021444               30.3679284                   45.878
     562.951333               60.0021443               30.3679284                   45.874
     563.151333               60.0021443               30.3679284                    45.87
     563.351333               60.0021443               30.3679283                   45.873
     563.551333               60.0021443               30.3679284                   45.873
     563.751333               60.0021443               30.3679283                   45.879
     563.951333               60.0021443               30.3679282                   45.878
     564.151333               60.0021442               30.3679283                   45.873
     564.351237               60.0021442               30.3679282                   45.873
     564.551237               60.0021443               30.3679282                   45.886
     564.751237               60.0021443               30.3679282                   45.878
     564.951237               60.0021442               30.3679282                    45.87
     565.151237               60.0021442               30.3679282                   45.876
     565.351237               60.0021443               30.3679282                   45.883
     565.551237               60.0021443               30.3679282                   45.883
     565.751237               60.0021443               30.3679282                   45.885
     565.951237               60.0021442               30.3679281                   45.869
     566.151237               60.0021442               30.3679282                   45.865
     566.351141               60.0021442               30.3679282                    45.86
     566.551141               60.0021442               30.3679282                   45.854
     566.751141               60.0021442               30.3679282                   45.854
     566.951141               60.0021442               30.3679282                   45.857
     567.151141               60.0021442               30.3679281                   45.851
     567.351141               60.0021442               30.3679281                   45.853
     567.551141               60.0021442               30.3679281                   45.854
     567.751141               60.0021442               30.3679281                   45.856
     567.951141               60.0021443                30.367928                    45.85
     568.151141               60.0021443                30.367928                   45.859
     568.351045               60.0021443                30.367928                   45.849
     568.551045               60.0021442                30.367928                   45.856
     568.751045               60.0021443               30.3679279                   45.856
     568.951045               60.0021443               30.3679279                   45.848
     569.151045               60.0021443               30.3679279                   45.853
     569.351045               60.0021443               30.3679279                   45.852
     569.551045               60.0021443               30.3679279                   45.849
     569.751045               60.0021443               30.3679279                   45.852
     569.951045               60.0021442               30.3679278                   45.848
     570.151045               60.0021442               30.3679278                   45.853
     570.350949               60.0021441               30.3679278                   45.853
     570.550949               60.0021441               30.3679278                    45.85
     570.750949               60.0021441               30.3679279                   45.858
     570.950949                60.002144               30.3679277                   45.852
     571.150949                60.002144               30.3679277                   45.861
     571.350949                60.002144               30.3679278                   45.868
     571.550949                60.002144               30.3679278                   45.873
     571.750949                60.002144               30.3679278                   45.857
     571.950949                60.002144               30.3679277                   45.859
     572.150949                60.002144               30.3679277                   45.857
     572.350863                60.002144               30.3679277                   45.863
     572.550863                60.002144               30.3679277                   45.851
     572.750863                60.002144               30.3679277                   45.858
     572.950863                60.002144               30.3679276                   45.869
     573.150863                60.002144               30.3679276                   45.863
     573.350863                60.002144               30.3679276                   45.866
     573.550863                60.002144               30.3679276                   45.859
     573.750863                60.002144               30.3679277                   45.859
     573.950863                60.002144               30.3679275                   45.861
     574.150863                60.002144               30.3679275                   45.868
     574.350762                60.002144               30.3679275                   45.864
     574.550762                60.002144               30.3679275                   45.863
     574.750762                60.002144               30.3679275                    45.87
     574.950762                60.002144               30.3679275                   45.872
