       ÂÐÅÌß, Ñ              NP_LATITUDE             NP_LONGITUDE              NP_ALTITUDE
    1622.415475               60.0021709               30.3679147                   45.587
    1622.615475               60.0021708               30.3679148                   45.576
    1622.815475               60.0021709               30.3679147                   45.593
    1623.015475               60.0021709               30.3679147                   45.578
    1623.215475               60.0021709               30.3679148                   45.567
    1623.415475               60.0021709               30.3679147                   45.577
    1623.615475               60.0021709               30.3679147                   45.585
    1623.815475               60.0021709               30.3679147                   45.576
    1624.015475               60.0021709               30.3679148                   45.578
    1624.215475               60.0021709               30.3679148                    45.57
    1624.415383               60.0021708               30.3679148                   45.553
    1624.615383               60.0021708               30.3679148                   45.555
    1624.815383               60.0021709               30.3679148                   45.567
    1625.015383               60.0021709               30.3679147                   45.573
    1625.215383               60.0021709               30.3679147                   45.568
    1625.415383               60.0021709               30.3679148                   45.565
    1625.615383               60.0021709               30.3679148                   45.558
    1625.815383               60.0021709               30.3679147                   45.575
    1626.015383               60.0021709               30.3679146                   45.585
    1626.215383                60.002171               30.3679146                   45.596
    1626.415291                60.002171               30.3679146                   45.595
    1626.615291                60.002171               30.3679146                   45.595
    1626.815291                60.002171               30.3679146                   45.608
    1627.015291                60.002171               30.3679145                   45.603
    1627.215291                60.002171               30.3679145                   45.598
    1627.415291                60.002171               30.3679145                   45.593
    1627.615291                60.002171               30.3679145                   45.595
    1627.815291                60.002171               30.3679145                   45.587
    1628.015291                60.002171               30.3679144                   45.606
    1628.215291                60.002171               30.3679145                   45.601
    1628.415199                60.002171               30.3679145                   45.591
    1628.615199                60.002171               30.3679145                   45.596
    1628.815199                60.002171               30.3679145                   45.593
    1629.015199                60.002171               30.3679143                   45.584
    1629.215199               60.0021711               30.3679143                   45.587
    1629.415199                60.002171               30.3679144                   45.589
    1629.615199                60.002171               30.3679144                   45.565
    1629.815199                60.002171               30.3679144                   45.568
    1630.015199               60.0021711               30.3679143                   45.588
    1630.215199               60.0021711               30.3679143                   45.586
    1630.415108                60.002171               30.3679143                   45.582
    1630.615108               60.0021711               30.3679143                   45.583
    1630.815108               60.0021711               30.3679143                   45.586
    1631.015108                60.002171               30.3679143                   45.579
    1631.215108                60.002171               30.3679143                   45.574
    1631.415108                60.002171               30.3679143                   45.572
    1631.615108                60.002171               30.3679143                   45.569
    1631.815108                60.002171               30.3679143                   45.567
    1632.015108                60.002171               30.3679143                   45.577
    1632.215108                60.002171               30.3679143                   45.575
    1632.415016               60.0021711               30.3679143                   45.584
    1632.615016               60.0021711               30.3679143                   45.588
    1632.815016               60.0021711               30.3679143                   45.587
    1633.015016                60.002171               30.3679143                   45.588
    1633.215016               60.0021711               30.3679143                   45.587
    1633.415016                60.002171               30.3679143                   45.581
    1633.615016                60.002171               30.3679143                   45.578
    1633.815016                60.002171               30.3679143                   45.574
    1634.015016                60.002171               30.3679142                   45.578
    1634.215016                60.002171               30.3679142                   45.564
    1634.414924                60.002171               30.3679142                   45.571
    1634.614924                60.002171               30.3679142                   45.559
    1634.814924                60.002171               30.3679142                   45.563
    1635.014924               60.0021711               30.3679142                   45.572
    1635.214924               60.0021711               30.3679142                   45.569
