       ÂÐÅÌß, Ñ              NP_LATITUDE             NP_LONGITUDE              NP_ALTITUDE
    2487.258223               60.0020533               30.3698066                   49.979
    2487.458223               60.0020534               30.3698066                   49.976
    2487.658223               60.0020534               30.3698066                   49.976
    2487.858223               60.0020535               30.3698081                   49.994
    2488.058223               60.0020536               30.3698085                   50.008
    2488.258127               60.0020535               30.3698086                   50.017
    2488.458127               60.0020537               30.3698088                   50.029
    2488.658127               60.0020537               30.3698088                   50.032
    2488.858127               60.0020539               30.3698098                   50.073
    2489.058127                60.002054               30.3698103                   50.104
    2489.258127               60.0020541               30.3698103                   50.123
    2489.458127               60.0020542               30.3698104                   50.127
    2489.658127               60.0020542               30.3698104                   50.129
    2489.858127               60.0020541               30.3698121                   50.148
    2490.058127                60.002054               30.3698126                   50.162
    2490.258032                60.002054               30.3698128                   50.165
    2490.458032                60.002054               30.3698128                   50.166
    2490.658032                60.002054               30.3698128                    50.17
    2490.858032               60.0020538               30.3698144                   50.166
    2491.058032               60.0020537               30.3698144                   50.145
    2491.258032               60.0020536               30.3698144                   50.138
    2491.458032               60.0020536               30.3698144                   50.146
    2491.658032               60.0020536               30.3698144                   50.136
    2491.858032               60.0020536               30.3698144                   50.138
    2492.058032               60.0020536               30.3698143                   50.147
    2492.257937               60.0020536               30.3698144                   50.155
    2492.457937               60.0020535               30.3698143                   50.152
    2492.657937               60.0020535               30.3698143                   50.152
    2492.857937               60.0020535               30.3698143                   50.169
    2493.057937               60.0020534               30.3698142                    50.17
    2493.257937               60.0020534               30.3698143                   50.178
    2493.457937               60.0020534               30.3698142                   50.169
    2493.657937               60.0020534               30.3698142                   50.186
    2493.857937               60.0020533               30.3698142                   50.181
    2494.057937               60.0020533               30.3698142                   50.197
    2494.257840               60.0020533               30.3698142                   50.183
    2494.457840               60.0020532               30.3698142                   50.198
    2494.657840               60.0020532               30.3698141                   50.208
    2494.857840               60.0020532               30.3698141                   50.203
    2495.057840               60.0020532                30.369814                     50.2
    2495.257840               60.0020532                30.369814                    50.21
    2495.457840               60.0020531                30.369814                   50.209
    2495.657840               60.0020531               30.3698139                   50.221
    2495.857840               60.0020531               30.3698139                   50.225
    2496.057840               60.0020531               30.3698139                   50.223
    2496.257744               60.0020531               30.3698138                   50.226
    2496.457744               60.0020531               30.3698137                   50.218
    2496.657744               60.0020531               30.3698137                   50.219
    2496.857744               60.0020531               30.3698136                   50.218
    2497.057744               60.0020531               30.3698136                   50.206
    2497.257744               60.0020531               30.3698135                   50.208
    2497.457744               60.0020531               30.3698135                   50.207
    2497.657744               60.0020531               30.3698134                   50.196
    2497.857744                60.002053               30.3698133                   50.193
    2498.057744                60.002053               30.3698132                   50.184
    2498.257649                60.002053               30.3698132                   50.191
    2498.457649                60.002053               30.3698132                   50.181
    2498.657649               60.0020529                30.369813                   50.176
    2498.857649               60.0020529                30.369813                   50.173
    2499.057649               60.0020529                30.369813                   50.171
    2499.257649               60.0020529                30.369813                   50.161
    2499.457649               60.0020528               30.3698129                   50.166
    2499.657649               60.0020528               30.3698128                   50.157
    2499.857649               60.0020528               30.3698128                   50.155
    2500.057649               60.0020528               30.3698127                   50.172
    2500.257553               60.0020528               30.3698127                   50.174
    2500.457553               60.0020528               30.3698126                   50.184
    2500.657553               60.0020528               30.3698126                    50.17
    2500.857553               60.0020528               30.3698126                   50.176
    2501.057553               60.0020528               30.3698125                   50.173
    2501.257553               60.0020528               30.3698125                   50.168
    2501.457553               60.0020528               30.3698124                   50.179
    2501.657553               60.0020528               30.3698123                   50.168
    2501.857553               60.0020528               30.3698123                   50.163
    2502.057553               60.0020528               30.3698122                   50.164
    2502.257457               60.0020528               30.3698122                   50.163
    2502.457457               60.0020528               30.3698121                   50.157
    2502.657457               60.0020529                30.369812                   50.163
    2502.857457               60.0020529                30.369812                   50.163
    2503.057457               60.0020529               30.3698119                   50.151
    2503.257457               60.0020529               30.3698119                   50.149
    2503.457457               60.0020529               30.3698117                   50.149
    2503.657457               60.0020529               30.3698116                   50.161
    2503.857457                60.002053               30.3698115                   50.158
    2504.057457                60.002053               30.3698114                   50.157
    2504.257361                60.002053               30.3698114                   50.164
    2504.457361                60.002053               30.3698113                   50.161
