       ВРЕМЯ, С              NP_LATITUDE             NP_LONGITUDE              NP_ALTITUDE
     167.913833               60.0028711                30.363946                   62.023
     168.113833               60.0028676               30.3639386                   62.609
     168.313833               60.0028667               30.3639381                   62.812
     168.513833               60.0028667               30.3639381                   62.802
     168.713833               60.0028668               30.3639381                   62.774
     168.913833               60.0028669               30.3639382                   62.753
     169.113833               60.0028668                30.363938                   62.748
     169.313742               60.0028668                30.363938                    62.75
     169.513742               60.0028668                30.363938                   62.747
     169.713742               60.0028668                30.363938                   62.746
     169.913742               60.0028668                30.363938                   62.742
     170.113742               60.0028668               30.3639377                   62.736
     170.313742               60.0028668               30.3639377                   62.738
     170.513742               60.0028667               30.3639377                   62.737
     170.713742               60.0028668               30.3639377                   62.728
     170.913742               60.0028668               30.3639377                   62.736
     171.113742               60.0028668               30.3639376                   62.716
     171.313652               60.0028668               30.3639376                   62.713
     171.513652               60.0028668               30.3639376                    62.71
     171.713652               60.0028668               30.3639376                   62.714
     171.913652               60.0028668               30.3639376                   62.711
     172.113652               60.0028668               30.3639375                    62.71
     172.313652               60.0028668               30.3639375                   62.702
     172.513652               60.0028668               30.3639375                   62.705
     172.713652               60.0028668               30.3639375                    62.71
     172.913652               60.0028668               30.3639375                    62.71
     173.113652               60.0028669               30.3639375                   62.694
     173.313572               60.0028669               30.3639375                   62.692
     173.513572               60.0028669               30.3639375                   62.689
     173.713572               60.0028669               30.3639375                   62.695
     173.913572               60.0028669               30.3639375                    62.69
     174.113572                60.002867               30.3639377                   62.678
     174.313572                60.002867               30.3639377                   62.681
     174.513572                60.002867               30.3639377                   62.687
     174.713572                60.002867               30.3639377                   62.681
     174.913572                60.002867               30.3639377                    62.68
     175.113572                60.002867               30.3639377                   62.685
     175.313471                60.002867               30.3639377                    62.69
     175.513471                60.002867               30.3639376                   62.692
     175.713471                60.002867               30.3639377                   62.686
     175.913471               60.0028669               30.3639377                   62.676
     176.113471                60.002867               30.3639375                   62.671
     176.313471                60.002867               30.3639375                   62.668
     176.513471                60.002867               30.3639375                   62.678
     176.713471                60.002867               30.3639375                   62.675
     176.913471                60.002867               30.3639376                   62.668
     177.113471               60.0028671               30.3639374                   62.668
     177.313381               60.0028671               30.3639374                   62.668
     177.513381               60.0028671               30.3639374                   62.673
     177.713381               60.0028671               30.3639373                   62.676
     177.913381               60.0028671               30.3639374                    62.67
     178.113381               60.0028671               30.3639374                   62.658
     178.313381               60.0028672               30.3639374                   62.661
     178.513381               60.0028672               30.3639374                   62.658
     178.713381               60.0028672               30.3639374                    62.66
     178.913381               60.0028672               30.3639374                   62.656
     179.113381               60.0028674               30.3639377                   62.616
     179.313290               60.0028674               30.3639377                    62.61
     179.513290               60.0028674               30.3639376                   62.613
     179.713290               60.0028674               30.3639377                    62.61
     179.913290               60.0028674               30.3639377                   62.613
     180.113290               60.0028677               30.3639381                   62.557
     180.313290               60.0028677               30.3639381                   62.546
     180.513290               60.0028677               30.3639381                   62.538
     180.713290               60.0028677               30.3639381                   62.542
     180.913290               60.0028677               30.3639381                   62.548
     181.113290               60.0028678               30.3639383                   62.505
     181.313200               60.0028679               30.3639383                   62.496
     181.513200               60.0028679               30.3639383                   62.505
     181.713200               60.0028679               30.3639383                   62.507
     181.913200               60.0028679               30.3639383                   62.504
     182.113200                60.002868               30.3639386                   62.457
     182.313200               60.0028681               30.3639386                   62.453
     182.513200               60.0028681               30.3639386                   62.457
     182.713200               60.0028681               30.3639385                   62.461
     182.913200               60.0028681               30.3639386                   62.465
     183.113200               60.0028681               30.3639389                   62.441
     183.313109               60.0028682               30.3639389                   62.437
     183.513109               60.0028682               30.3639389                   62.435
     183.713109               60.0028682               30.3639389                   62.435
     183.913109               60.0028681                30.363939                   62.435
