       ВРЕМЯ, С              NP_LATITUDE             NP_LONGITUDE              NP_ALTITUDE
     309.832418               60.0029618               30.3637946                   60.034
     310.032418               60.0029618               30.3637946                   60.032
     310.232418               60.0029618               30.3637946                   60.037
     310.432418               60.0029618               30.3637946                   60.035
     310.632324               60.0029618               30.3637946                   60.034
     310.832324               60.0029618               30.3637947                   60.034
     311.032324               60.0029618               30.3637946                   60.035
     311.232324               60.0029618               30.3637946                   60.037
     311.432324               60.0029618               30.3637946                   60.034
     311.632324               60.0029618               30.3637947                    60.03
     311.832324               60.0029618               30.3637946                    60.03
     312.032324               60.0029618               30.3637946                   60.031
     312.232324               60.0029618               30.3637947                    60.03
     312.432324               60.0029618               30.3637947                   60.023
     312.632228               60.0029618               30.3637947                   60.026
     312.832228               60.0029618               30.3637947                   60.024
     313.032228               60.0029618               30.3637947                   60.022
     313.232228               60.0029618               30.3637946                   60.024
     313.432228               60.0029618               30.3637946                   60.018
     313.632228               60.0029618               30.3637946                   60.021
     313.832228               60.0029619               30.3637946                   60.015
     314.032228               60.0029618               30.3637946                   60.014
     314.232228               60.0029619               30.3637947                   60.018
     314.432228               60.0029619               30.3637946                   60.016
     314.632133               60.0029619               30.3637946                   60.013
     314.832133               60.0029619               30.3637946                   60.014
     315.032133               60.0029619               30.3637946                   60.013
     315.232133               60.0029619               30.3637946                   60.021
     315.432133               60.0029619               30.3637947                   60.022
     315.632133               60.0029619               30.3637947                   60.017
     315.832133               60.0029619               30.3637947                   60.018
     316.032133               60.0029619               30.3637946                   60.018
     316.232133               60.0029619               30.3637947                   60.021
     316.432133               60.0029619               30.3637948                   60.023
     316.632038               60.0029619               30.3637948                   60.022
     316.832038               60.0029619               30.3637948                   60.025
     317.032038               60.0029619               30.3637947                   60.023
     317.232038               60.0029619               30.3637947                   60.019
     317.432038               60.0029619               30.3637948                   60.016
     317.632038               60.0029619               30.3637948                   60.013
     317.832038               60.0029619               30.3637948                   60.014
     318.032038               60.0029619               30.3637948                   60.009
     318.232038               60.0029619               30.3637948                   60.013
     318.432038               60.0029619               30.3637949                    60.01
     318.631943               60.0029619               30.3637949                   60.011
     318.831943               60.0029618               30.3637948                    60.01
     319.031943               60.0029619               30.3637949                   60.006
     319.231943               60.0029619               30.3637949                   60.011
     319.431943               60.0029619               30.3637949                   60.007
     319.631943               60.0029619                30.363795                   60.008
     319.831943               60.0029619               30.3637949                   60.012
     320.031943               60.0029619                30.363795                   60.014
     320.231943               60.0029619               30.3637949                   60.016
     320.431943               60.0029619               30.3637949                   60.012
     320.631848               60.0029619                30.363795                   60.013
     320.831848               60.0029619               30.3637949                   60.013
     321.031848               60.0029619                30.363795                    60.01
     321.231848               60.0029619                30.363795                   60.007
     321.431848               60.0029619                30.363795                   60.003
     321.631848               60.0029619               30.3637949                   59.996
     321.831848                60.002962               30.3637949                   59.997
     322.031848               60.0029619               30.3637949                   60.002
     322.231848               60.0029619               30.3637949                   60.002
     322.431848               60.0029619               30.3637949                   59.996
     322.631753               60.0029619               30.3637949                   60.001
     322.831753               60.0029619               30.3637949                   59.996
     323.031753                60.002962               30.3637949                   59.994
     323.231753                60.002962                30.363795                   60.004
     323.431753               60.0029619               30.3637949                   60.004
     323.631753               60.0029619               30.3637949                   60.006
     323.831753                60.002962               30.3637949                   60.001
     324.031753               60.0029619               30.3637949                   60.002
     324.231753               60.0029619               30.3637949                   60.001
     324.431753               60.0029619               30.3637949                   60.007
     324.631658               60.0029619               30.3637949                   60.003
     324.831658               60.0029619               30.3637949                   60.011
     325.031658               60.0029619               30.3637949                   60.007
