       ВРЕМЯ, С              NP_LATITUDE             NP_LONGITUDE              NP_ALTITUDE
     157.370047               60.0029475               30.3638551                   62.503
     157.570047               60.0029475               30.3638551                   62.491
     157.770047               60.0029475               30.3638551                   62.475
     157.970047               60.0029476                30.363855                   62.469
     158.170047               60.0029476                30.363855                   62.478
     158.370047               60.0029476               30.3638551                   62.463
     158.570047               60.0029475               30.3638552                   62.455
     158.770047               60.0029475               30.3638552                   62.457
     158.970047               60.0029475               30.3638551                   62.466
     159.169953               60.0029475               30.3638551                   62.476
     159.369953               60.0029476               30.3638551                   62.469
     159.569953               60.0029476               30.3638552                    62.46
     159.769953               60.0029476               30.3638552                   62.446
     159.969953               60.0029476               30.3638552                   62.445
     160.169953               60.0029476               30.3638551                   62.441
     160.369953               60.0029476               30.3638552                   62.431
     160.569953               60.0029475               30.3638552                   62.418
     160.769953               60.0029475               30.3638552                   62.413
     160.969953               60.0029476               30.3638552                   62.412
     161.169859               60.0029476               30.3638552                   62.415
     161.369859               60.0029475               30.3638553                    62.41
     161.569859               60.0029476               30.3638553                   62.398
     161.769859               60.0029476               30.3638552                   62.411
     161.969859               60.0029476               30.3638552                   62.419
     162.169859               60.0029476               30.3638552                    62.43
     162.369859               60.0029476               30.3638553                   62.429
     162.569859               60.0029476               30.3638553                   62.435
     162.769859               60.0029476               30.3638552                   62.439
     162.969859               60.0029477               30.3638552                   62.434
     163.169765               60.0029477               30.3638552                   62.431
     163.369765               60.0029476               30.3638553                   62.407
     163.569765               60.0029476               30.3638553                   62.406
     163.769765               60.0029476               30.3638552                   62.401
     163.969765               60.0029476               30.3638552                   62.399
     164.169765               60.0029476               30.3638553                     62.4
     164.369765               60.0029475               30.3638553                   62.396
     164.569765               60.0029475               30.3638553                   62.394
     164.769765               60.0029475               30.3638553                   62.385
     164.969765               60.0029475               30.3638553                   62.372
     165.169672               60.0029475               30.3638553                   62.363
     165.369672               60.0029473               30.3638554                   62.321
     165.569672               60.0029473               30.3638555                   62.302
     165.769672               60.0029472               30.3638554                   62.291
     165.969672               60.0029472               30.3638554                   62.284
     166.169672               60.0029473               30.3638555                   62.288
     166.369672               60.0029472               30.3638554                   62.277
     166.569672               60.0029471               30.3638556                   62.277
     166.769672               60.0029471               30.3638556                   62.271
     166.969672               60.0029471               30.3638556                   62.262
     167.169578               60.0029471               30.3638555                   62.265
     167.369578                60.002947               30.3638557                   62.216
     167.569578                60.002947               30.3638558                   62.195
     167.769578                60.002947               30.3638558                   62.185
     167.969578                60.002947               30.3638559                   62.177
     168.169578                60.002947               30.3638558                   62.181
     168.369578                60.002947               30.3638559                    62.16
     168.569578                60.002947               30.3638559                   62.148
     168.769578               60.0029471               30.3638558                   62.149
     168.969578                60.002947               30.3638559                   62.153
     169.169484                60.002947               30.3638559                   62.161
     169.369484               60.0029471               30.3638558                   62.152
     169.569484               60.0029471               30.3638558                   62.138
     169.769484               60.0029471               30.3638558                    62.14
     169.969484               60.0029471               30.3638558                   62.128
     170.169484               60.0029471               30.3638558                   62.137
     170.369484               60.0029471               30.3638558                   62.124
     170.569484               60.0029471               30.3638558                   62.109
     170.769484               60.0029471               30.3638558                   62.103
     170.969484               60.0029471               30.3638558                   62.094
     171.169390               60.0029471               30.3638558                   62.093
     171.369390               60.0029471               30.3638559                   62.059
     171.569390               60.0029471               30.3638559                   62.043
     171.769390               60.0029471               30.3638559                   62.017
     171.969390                60.002947               30.3638559                   62.004
     172.169390                60.002947               30.3638559                   62.012
     172.369390               60.0029471               30.3638557                   62.059
     172.569390               60.0029472               30.3638557                   62.098
     172.769390               60.0029472               30.3638556                    62.12
     172.969390               60.0029472               30.3638556                   62.122
     173.169296               60.0029472               30.3638557                   62.116
     173.369296               60.0029471               30.3638557                   62.125
     173.569296               60.0029472               30.3638556                   62.124
     173.769296               60.0029472               30.3638558                    62.13
     173.969296               60.0029472               30.3638556                   62.124
     174.169296               60.0029472               30.3638556                   62.127
     174.369296               60.0029473               30.3638556                   62.169
     174.569296               60.0029473               30.3638556                     62.2
     174.769296               60.0029474               30.3638556                   62.217
     174.969296               60.0029474               30.3638555                   62.209
     175.169203               60.0029473               30.3638556                   62.204
     175.369203               60.0029475               30.3638555                   62.243
     175.569203               60.0029475               30.3638556                   62.245
     175.769203               60.0029475               30.3638555                   62.249
     175.969203               60.0029475               30.3638556                   62.249
     176.169203               60.0029475               30.3638555                   62.248
     176.369203               60.0029476               30.3638552                   62.298
     176.569203               60.0029476               30.3638552                   62.314
     176.769203               60.0029477               30.3638552                   62.323
     176.969203               60.0029477               30.3638552                   62.327
     177.169113               60.0029476               30.3638552                   62.326
