       ВРЕМЯ, С              NP_LATITUDE             NP_LONGITUDE              NP_ALTITUDE
     182.652220               60.0029508               30.3638575                   62.231
     182.852220               60.0029506               30.3638572                   62.236
     183.052127               60.0029506               30.3638572                   62.244
     183.252127               60.0029506               30.3638571                   62.243
     183.452127               60.0029506               30.3638571                   62.245
     183.652127               60.0029506               30.3638571                   62.243
     183.852127               60.0029506               30.3638571                   62.237
     184.052127               60.0029506               30.3638571                   62.235
     184.252127               60.0029506               30.3638571                   62.242
     184.452127               60.0029506               30.3638571                   62.241
     184.652127               60.0029507               30.3638571                   62.242
     184.852127               60.0029505               30.3638571                   62.246
     185.052033               60.0029505                30.363857                   62.252
     185.252033               60.0029505                30.363857                   62.261
     185.452033               60.0029506               30.3638571                   62.261
     185.652033               60.0029505               30.3638571                   62.254
     185.852033               60.0029505               30.3638572                   62.249
     186.052033               60.0029505               30.3638572                   62.256
     186.252033               60.0029505               30.3638572                   62.268
     186.452033               60.0029505               30.3638572                   62.264
     186.652033               60.0029505               30.3638572                   62.256
     186.852033               60.0029505               30.3638574                   62.256
     187.051939               60.0029505               30.3638574                   62.259
     187.251939               60.0029505               30.3638575                   62.253
     187.451939               60.0029505               30.3638575                   62.257
     187.651939               60.0029505               30.3638575                    62.25
     187.851939               60.0029506               30.3638577                   62.241
     188.051939               60.0029506               30.3638577                   62.245
     188.251939               60.0029506               30.3638577                   62.242
     188.451939               60.0029506               30.3638577                   62.241
     188.651939               60.0029506               30.3638577                   62.238
     188.851939               60.0029507               30.3638578                   62.222
     189.051845               60.0029507               30.3638578                   62.222
     189.251845               60.0029507               30.3638578                   62.214
     189.451845               60.0029507               30.3638578                   62.213
     189.651845               60.0029507               30.3638578                   62.217
     189.851845               60.0029507               30.3638577                   62.218
     190.051845               60.0029507               30.3638578                   62.218
     190.251845               60.0029508               30.3638578                   62.217
     190.451845               60.0029507               30.3638578                   62.215
     190.651845               60.0029507               30.3638577                   62.215
     190.851845               60.0029507               30.3638578                   62.227
