       ВРЕМЯ, С              NP_LATITUDE             NP_LONGITUDE              NP_ALTITUDE
     213.831721               60.0028738               30.3639431                    61.69
     214.031721               60.0028738               30.3639431                    61.69
     214.231721               60.0028738               30.3639431                   61.694
     214.431721               60.0028738               30.3639431                   61.698
     214.631721               60.0028738                30.363943                   61.695
     214.831721               60.0028737               30.3639431                   61.695
     215.031721               60.0028738               30.3639431                   61.692
     215.231721               60.0028738               30.3639431                   61.691
     215.431721               60.0028738               30.3639431                   61.694
     215.631640               60.0028737                30.363943                   61.701
     215.831640               60.0028737                30.363943                   61.696
     216.031640               60.0028737                30.363943                     61.7
     216.231640               60.0028737                30.363943                   61.698
     216.431640                 60.00287               30.3639417                   62.026
     216.631640                 60.00287               30.3639417                   62.034
     216.831640                 60.00287               30.3639417                   62.033
     217.031640                 60.00287               30.3639417                   62.024
     217.231640                 60.00287               30.3639417                   62.029
     217.431640                 60.00287               30.3639417                   62.039
     217.631559                 60.00287               30.3639417                   62.038
     217.831559                 60.00287               30.3639417                   62.033
     218.031559                 60.00287               30.3639417                   62.032
     218.231559                 60.00287               30.3639417                   62.038
     218.431559                 60.00287               30.3639417                   62.031
     218.631559                 60.00287               30.3639417                   62.031
     218.831559                 60.00287               30.3639418                   62.039
     219.031559                 60.00287               30.3639418                   62.038
     219.231559                 60.00287               30.3639417                   62.029
     219.431559               60.0028701               30.3639417                   62.034
     219.631486               60.0028701               30.3639417                   62.046
     219.831486                 60.00287               30.3639417                   62.031
     220.031486                 60.00287               30.3639417                   62.024
     220.231486                 60.00287               30.3639417                   62.034
     220.431486               60.0028701               30.3639417                   62.028
     220.631486                 60.00287               30.3639417                   62.041
     220.831486                 60.00287               30.3639417                    62.03
     221.031486                 60.00287               30.3639417                    62.04
     221.231486               60.0028701               30.3639417                   62.035
     221.431486               60.0028701               30.3639417                    62.04
     221.631396               60.0028701               30.3639417                   62.036
     221.831396               60.0028701               30.3639417                    62.03
     222.031396               60.0028701               30.3639416                   62.037
     222.231396               60.0028701               30.3639417                   62.034
     222.431396               60.0028701               30.3639416                   62.033
     222.631396               60.0028701               30.3639416                   62.033
     222.831396               60.0028701               30.3639417                   62.035
     223.031396               60.0028701               30.3639417                   62.034
     223.231396                 60.00287               30.3639417                   62.045
     223.431396                 60.00287               30.3639418                   62.032
     223.631315               60.0028701               30.3639417                   62.034
     223.831315               60.0028701               30.3639417                   62.034
     224.031315               60.0028701               30.3639417                   62.031
     224.231315                 60.00287               30.3639417                   62.032
     224.431315                 60.00287               30.3639417                   62.035
     224.631315               60.0028701               30.3639418                   62.049
     224.831315               60.0028703               30.3639415                   62.177
     225.031315               60.0028705                30.363941                   62.287
     225.231315               60.0028705                30.363941                   62.447
     225.431315               60.0028734               30.3639417                   62.426
     225.631233               60.0028738               30.3639418                    62.56
     225.831233               60.0028737               30.3639416                   62.772
     226.031233               60.0028737               30.3639414                   62.966
     226.231233               60.0028735               30.3639412                   63.109
     226.431233               60.0028735               30.3639409                   63.158
     226.631233               60.0028734                30.363941                   63.209
